,time,frame,x,y,w,h,Rf,mx,my
34,1.0,25.0,264.0,32.5,14.0,15.0,0.463913,0.0,-2.0
35,1.0,25.0,290.0,50.5,22.0,19.0,0.611595,0.0,-2.0
36,1.0,25.0,269.5,71.0,27.0,20.0,0.795317,1.0,-3.0
37,1.0,25.0,321.0,70.0,20.0,18.0,0.48837,-1.0,-2.0
38,1.0,25.0,11.5,119.5,23.0,37.0,0.331007,0.0,0.0
39,1.0,25.0,304.5,143.0,39.0,54.0,0.812346,-2.0,-10.0
40,1.0,25.0,359.5,173.0,57.0,52.0,0.760573,-5.0,-10.0
41,1.12,28.0,194.0,26.0,14.0,10.0,0.56377,0.0,0.0
42,1.12,28.0,213.0,34.0,14.0,12.0,0.458299,-1.0,1.0
43,1.12,28.0,239.0,28.5,16.0,15.0,0.514644,0.0,1.0
44,1.12,28.0,265.0,32.5,16.0,17.0,0.557186,0.0,0.0
45,1.12,28.0,291.0,50.5,22.0,19.0,0.615513,0.0,-1.0
46,1.12,28.0,326.5,59.0,15.0,12.0,0.375067,-1.0,-1.0
47,1.12,28.0,270.5,68.0,25.0,18.0,0.805164,0.0,-2.0
48,1.12,28.0,318.5,68.0,23.0,20.0,0.6374,-1.0,-2.0
49,1.12,28.0,300.0,136.0,32.0,36.0,0.784119,-2.0,-9.0
50,1.12,28.0,356.0,168.5,48.0,43.0,0.8013,-4.0,-9.0
51,1.24,31.0,194.0,26.0,14.0,10.0,0.56377,0.0,0.0
52,1.24,31.0,212.0,35.0,14.0,12.0,0.458299,-1.0,1.0
53,1.24,31.0,239.0,29.5,16.0,15.0,0.514644,-1.0,3.0
54,1.24,31.0,265.0,32.5,16.0,17.0,0.557186,0.0,-1.0
55,1.24,31.0,291.0,49.5,22.0,19.0,0.615513,-1.0,0.0
56,1.24,31.0,325.5,58.0,15.0,12.0,0.375067,0.0,-2.0
57,1.24,31.0,270.5,66.0,25.0,18.0,0.805164,-1.0,-2.0
58,1.24,31.0,317.5,66.0,23.0,20.0,0.6374,0.0,-1.0
59,1.24,31.0,298.0,127.0,32.0,36.0,0.784119,-1.0,-8.0
60,1.24,31.0,352.0,159.5,48.0,43.0,0.8013,-4.0,-8.0
61,1.36,34.0,194.0,26.0,14.0,10.0,0.56377,0.0,0.0
62,1.36,34.0,211.0,36.0,14.0,12.0,0.458299,-1.0,2.0
63,1.36,34.0,238.0,32.5,16.0,15.0,0.514644,0.0,0.0
64,1.36,34.0,265.0,31.5,16.0,17.0,0.557186,0.0,1.0
65,1.36,34.0,290.0,49.5,22.0,19.0,0.615513,0.0,-1.0
66,1.36,34.0,325.5,56.0,15.0,12.0,0.375067,-1.0,-1.0
67,1.36,34.0,269.5,64.0,25.0,18.0,0.805164,1.0,-2.0
68,1.36,34.0,317.5,65.0,23.0,20.0,0.6374,-1.0,-2.0
69,1.36,34.0,297.0,119.0,32.0,36.0,0.784119,-1.0,-7.0
70,1.36,34.0,348.0,151.5,48.0,43.0,0.8013,-4.0,-8.0
71,1.48,37.0,194.0,26.0,14.0,10.0,0.56377,0.0,0.0
72,1.48,37.0,210.0,38.0,14.0,12.0,0.458299,-1.0,1.0
73,1.48,37.0,238.0,32.5,16.0,15.0,0.514644,0.0,2.0
74,1.48,37.0,265.0,32.5,16.0,17.0,0.557186,0.0,-2.0
75,1.48,37.0,290.0,48.5,22.0,19.0,0.615513,-1.0,-2.0
76,1.48,37.0,324.5,55.0,15.0,12.0,0.375067,-2.0,-1.0
77,1.48,37.0,270.5,62.0,25.0,18.0,0.805164,-1.0,-2.0
78,1.48,37.0,316.5,63.0,23.0,20.0,0.6374,-2.0,-1.0
79,1.48,37.0,296.0,112.0,32.0,36.0,0.784119,-2.0,-6.0
80,1.48,37.0,344.0,143.5,48.0,43.0,0.8013,-4.0,-7.0
81,1.6,40.0,194.5,27.0,13.0,10.0,0.521774,0.0,0.0
82,1.6,40.0,235.5,31.5,15.0,15.0,0.415319,0.0,2.0
83,1.6,40.0,264.0,31.5,16.0,15.0,0.509532,0.0,0.0
84,1.6,40.0,206.0,42.5,16.0,13.0,0.663196,-1.0,1.0
85,1.6,40.0,280.0,54.0,16.0,16.0,0.270153,0.0,-1.0
86,1.6,40.0,292.5,50.0,21.0,18.0,0.636845,0.0,-1.0
87,1.6,40.0,315.0,64.5,22.0,19.0,0.730203,-1.0,-1.0
88,1.6,40.0,293.5,106.0,23.0,28.0,0.806927,-1.0,-6.0
89,1.6,40.0,338.0,138.0,42.0,36.0,0.803535,-3.0,-6.0
90,1.72,43.0,194.5,27.0,13.0,10.0,0.521774,0.0,0.0
91,1.72,43.0,235.5,33.5,15.0,15.0,0.415319,-1.0,1.0
92,1.72,43.0,264.0,31.5,16.0,15.0,0.509532,0.0,-1.0
93,1.72,43.0,205.0,43.5,16.0,13.0,0.663196,-1.0,3.0
94,1.72,43.0,280.0,53.0,16.0,16.0,0.270153,-1.0,-1.0
95,1.72,43.0,292.5,49.0,21.0,18.0,0.636845,-1.0,-1.0
96,1.72,43.0,314.0,63.5,22.0,19.0,0.730203,-1.0,-1.0
97,1.72,43.0,292.5,100.0,23.0,28.0,0.806927,-2.0,-5.0
98,1.72,43.0,335.0,132.0,42.0,36.0,0.803535,-3.0,-6.0
99,1.84,46.0,194.5,27.0,13.0,10.0,0.521774,0.0,0.0
100,1.84,46.0,234.5,34.5,15.0,15.0,0.415319,-1.0,1.0
101,1.84,46.0,264.0,30.5,16.0,15.0,0.509532,0.0,-1.0
102,1.84,46.0,204.0,46.5,16.0,13.0,0.663196,-2.0,1.0
103,1.84,46.0,279.0,52.0,16.0,16.0,0.270153,0.0,0.0
104,1.84,46.0,291.5,48.0,21.0,18.0,0.636845,1.0,-1.0
105,1.84,46.0,313.0,62.5,22.0,19.0,0.730203,0.0,-2.0
106,1.84,46.0,290.5,95.0,23.0,28.0,0.806927,-1.0,-4.0
107,1.84,46.0,332.0,126.0,42.0,36.0,0.803535,-3.0,-6.0
108,1.96,49.0,194.5,27.0,13.0,10.0,0.521774,0.0,0.0
109,1.96,49.0,233.5,35.5,15.0,15.0,0.415319,0.0,3.0
110,1.96,49.0,264.0,29.5,16.0,15.0,0.509532,0.0,0.0
111,1.96,49.0,202.0,47.5,16.0,13.0,0.663196,-1.0,3.0
112,1.96,49.0,279.0,52.0,16.0,16.0,0.270153,-1.0,-2.0
113,1.96,49.0,292.5,47.0,21.0,18.0,0.636845,-2.0,-1.0
114,1.96,49.0,313.0,60.5,22.0,19.0,0.730203,-1.0,-2.0
115,1.96,49.0,289.5,91.0,23.0,28.0,0.806927,0.0,-6.0
116,1.96,49.0,329.0,120.0,42.0,36.0,0.803535,-3.0,-6.0
117,2.08,52.0,217.5,6.0,11.0,8.0,0.251347,0.0,0.0
118,2.08,52.0,194.5,28.0,13.0,10.0,0.514113,0.0,0.0
119,2.08,52.0,264.5,31.0,15.0,14.0,0.455312,0.0,0.0
120,2.08,52.0,204.0,46.5,16.0,15.0,0.629304,-1.0,2.0
121,2.08,52.0,232.5,43.0,17.0,16.0,0.674752,-1.0,2.0
122,2.08,52.0,264.0,47.0,16.0,14.0,0.308312,0.0,-1.0
123,2.08,52.0,280.5,46.0,15.0,16.0,0.268819,0.0,-1.0
124,2.08,52.0,315.0,51.5,18.0,15.0,0.497088,-1.0,-1.0
125,2.08,52.0,288.0,86.5,22.0,19.0,0.441523,-1.0,-4.0
126,2.08,52.0,326.5,113.5,37.0,29.0,0.792236,-2.0,-4.0
127,2.2,55.0,217.5,6.0,11.0,8.0,0.251347,0.0,0.0
128,2.2,55.0,194.5,28.0,13.0,10.0,0.514113,0.0,0.0
129,2.2,55.0,264.5,31.0,15.0,14.0,0.455312,0.0,-1.0
130,2.2,55.0,203.0,48.5,16.0,15.0,0.629304,-2.0,2.0
131,2.2,55.0,231.5,45.0,17.0,16.0,0.674752,0.0,2.0
132,2.2,55.0,264.0,46.0,16.0,14.0,0.308312,0.0,-1.0
133,2.2,55.0,280.5,45.0,15.0,16.0,0.268819,-1.0,-1.0
134,2.2,55.0,314.0,50.5,18.0,15.0,0.497088,-1.0,-2.0
135,2.2,55.0,287.0,82.5,22.0,19.0,0.441523,-1.0,-3.0
136,2.2,55.0,324.5,109.5,37.0,29.0,0.792236,-3.0,-5.0
137,2.32,58.0,217.5,6.0,11.0,8.0,0.251347,0.0,0.0
138,2.32,58.0,194.5,28.0,13.0,10.0,0.514113,0.0,0.0
139,2.32,58.0,264.5,30.0,15.0,14.0,0.455312,0.0,0.0
140,2.32,58.0,201.0,50.5,16.0,15.0,0.629304,-1.0,2.0
141,2.32,58.0,231.5,47.0,17.0,16.0,0.674752,0.0,3.0
142,2.32,58.0,264.0,45.0,16.0,14.0,0.308312,0.0,-2.0
143,2.32,58.0,279.5,44.0,15.0,16.0,0.268819,1.0,0.0
144,2.32,58.0,313.0,48.5,18.0,15.0,0.497088,0.0,-1.0
145,2.32,58.0,286.0,79.5,22.0,19.0,0.441523,0.0,-2.0
146,2.32,58.0,321.5,104.5,37.0,29.0,0.792236,-1.0,-5.0
147,2.44,61.0,217.5,6.0,11.0,8.0,0.251347,0.0,0.0
148,2.44,61.0,194.5,28.0,13.0,10.0,0.514113,0.0,0.0
149,2.44,61.0,264.5,30.0,15.0,14.0,0.455312,0.0,-1.0
150,2.44,61.0,200.0,52.5,16.0,15.0,0.629304,-1.0,2.0
151,2.44,61.0,231.5,50.0,17.0,16.0,0.674752,-1.0,2.0
152,2.44,61.0,264.0,43.0,16.0,14.0,0.308312,0.0,-1.0
153,2.44,61.0,280.5,44.0,15.0,16.0,0.268819,-1.0,-1.0
154,2.44,61.0,313.0,47.5,18.0,15.0,0.497088,-1.0,0.0
155,2.44,61.0,286.0,77.5,22.0,19.0,0.441523,-1.0,-3.0
156,2.44,61.0,320.5,99.5,37.0,29.0,0.792236,-3.0,-2.0
157,2.56,64.0,217.5,7.0,11.0,8.0,0.255665,0.0,0.0
158,2.56,64.0,194.5,27.0,13.0,10.0,0.480038,0.0,0.0
159,2.56,64.0,262.5,32.0,13.0,12.0,0.27637,0.0,0.0
160,2.56,64.0,198.5,54.5,17.0,19.0,0.686754,-2.0,2.0
161,2.56,64.0,228.5,49.5,19.0,17.0,0.683712,-1.0,3.0
162,2.56,64.0,265.0,44.0,18.0,16.0,0.522972,0.0,-1.0
163,2.56,64.0,285.0,45.5,16.0,17.0,0.385581,0.0,-1.0
164,2.56,64.0,310.0,49.5,16.0,21.0,0.466345,-1.0,-1.0
165,2.56,64.0,286.5,72.5,21.0,19.0,0.651448,-1.0,-3.0
166,2.56,64.0,315.5,95.5,29.0,27.0,0.799955,-2.0,-3.0
167,2.68,67.0,217.5,7.0,11.0,8.0,0.255665,0.0,0.0
168,2.68,67.0,194.5,27.0,13.0,10.0,0.480038,0.0,0.0
169,2.68,67.0,262.5,32.0,13.0,12.0,0.27637,0.0,-1.0
170,2.68,67.0,196.5,56.5,17.0,19.0,0.686754,-1.0,3.0
171,2.68,67.0,227.5,52.5,19.0,17.0,0.683712,0.0,2.0
172,2.68,67.0,265.0,43.0,18.0,16.0,0.522972,0.0,-1.0
173,2.68,67.0,285.0,44.5,16.0,17.0,0.385581,-1.0,-1.0
174,2.68,67.0,309.0,48.5,16.0,21.0,0.466345,0.0,-2.0
175,2.68,67.0,285.5,69.5,21.0,19.0,0.651448,1.0,-1.0
176,2.68,67.0,313.5,92.5,29.0,27.0,0.799955,-1.0,-4.0
177,2.8,70.0,217.5,7.0,11.0,8.0,0.255665,0.0,0.0
178,2.8,70.0,194.5,27.0,13.0,10.0,0.480038,0.0,0.0
179,2.8,70.0,262.5,31.0,13.0,12.0,0.27637,0.0,0.0
180,2.8,70.0,195.5,59.5,17.0,19.0,0.686754,-1.0,3.0
181,2.8,70.0,227.5,54.5,19.0,17.0,0.683712,-1.0,3.0
182,2.8,70.0,265.0,42.0,18.0,16.0,0.522972,0.0,-1.0
183,2.8,70.0,284.0,43.5,16.0,17.0,0.385581,0.0,0.0
184,2.8,70.0,309.0,46.5,16.0,21.0,0.466345,-1.0,-1.0
185,2.8,70.0,286.5,68.5,21.0,19.0,0.651448,-2.0,-4.0
186,2.8,70.0,312.5,88.5,29.0,27.0,0.799955,-3.0,-3.0
187,2.92,73.0,217.5,7.0,11.0,8.0,0.255665,0.0,0.0
188,2.92,73.0,194.5,27.0,13.0,10.0,0.480038,0.0,0.0
189,2.92,73.0,262.5,31.0,13.0,12.0,0.27637,0.0,-1.0
190,2.92,73.0,194.5,62.5,17.0,19.0,0.686754,-3.0,3.0
191,2.92,73.0,226.5,57.5,19.0,17.0,0.683712,-2.0,5.0
192,2.92,73.0,265.0,41.0,18.0,16.0,0.522972,0.0,-1.0
193,2.92,73.0,284.0,43.5,16.0,17.0,0.385581,0.0,-1.0
194,2.92,73.0,308.0,45.5,16.0,21.0,0.466345,-1.0,0.0
195,2.92,73.0,284.5,64.5,21.0,19.0,0.651448,-1.0,-3.0
196,2.92,73.0,309.5,85.5,29.0,27.0,0.799955,-1.0,-3.0
197,3.04,76.0,194.5,28.0,15.0,10.0,0.622489,0.0,0.0
198,3.04,76.0,262.5,31.0,13.0,12.0,0.282942,0.0,0.0
199,3.04,76.0,283.5,33.5,13.0,13.0,0.293071,0.0,-1.0
200,3.04,76.0,265.0,42.5,16.0,13.0,0.516008,0.0,-1.0
201,3.04,76.0,309.5,45.5,17.0,19.0,0.64911,-1.0,-1.0
202,3.04,76.0,190.5,65.0,23.0,20.0,0.745217,-2.0,3.0
203,3.04,76.0,226.0,65.5,24.0,21.0,0.817678,-1.0,4.0
204,3.04,76.0,282.5,64.0,19.0,18.0,0.69891,0.0,-2.0
205,3.04,76.0,309.0,79.0,24.0,22.0,0.543534,-1.0,-2.0
206,3.04,76.0,364.5,177.5,47.0,43.0,0.771626,-6.0,-13.0
207,3.16,79.0,194.5,28.0,15.0,10.0,0.622489,0.0,0.0
208,3.16,79.0,262.5,31.0,13.0,12.0,0.282942,0.0,-1.0
209,3.16,79.0,283.5,32.5,13.0,13.0,0.293071,0.0,-1.0
210,3.16,79.0,265.0,41.5,16.0,13.0,0.516008,0.0,0.0
211,3.16,79.0,308.5,44.5,17.0,19.0,0.64911,-1.0,-2.0
212,3.16,79.0,188.5,68.0,23.0,20.0,0.745217,-2.0,3.0
213,3.16,79.0,225.0,69.5,24.0,21.0,0.817678,-1.0,4.0
214,3.16,79.0,282.5,62.0,19.0,18.0,0.69891,-1.0,-2.0
215,3.16,79.0,308.0,77.0,24.0,22.0,0.543534,-2.0,-3.0
216,3.16,79.0,358.5,164.5,47.0,43.0,0.771626,-6.0,-12.0
217,3.28,82.0,194.5,28.0,15.0,10.0,0.622489,0.0,0.0
218,3.28,82.0,262.5,30.0,13.0,12.0,0.282942,0.0,0.0
219,3.28,82.0,283.5,31.5,13.0,13.0,0.293071,0.0,0.0
220,3.28,82.0,265.0,41.5,16.0,13.0,0.516008,0.0,-1.0
221,3.28,82.0,307.5,42.5,17.0,19.0,0.64911,0.0,0.0
222,3.28,82.0,186.5,71.0,23.0,20.0,0.745217,-2.0,3.0
223,3.28,82.0,224.0,73.5,24.0,21.0,0.817678,-2.0,4.0
224,3.28,82.0,281.5,60.0,19.0,18.0,0.69891,1.0,-2.0
225,3.28,82.0,306.0,74.0,24.0,22.0,0.543534,-1.0,-2.0
226,3.28,82.0,352.5,152.5,47.0,43.0,0.771626,-4.0,-11.0
227,3.4,85.0,194.5,28.0,15.0,10.0,0.622489,0.0,0.0
228,3.4,85.0,262.5,30.0,13.0,12.0,0.282942,0.0,-1.0
229,3.4,85.0,283.5,31.5,13.0,13.0,0.293071,0.0,0.0
230,3.4,85.0,265.0,40.5,16.0,13.0,0.516008,0.0,-1.0
231,3.4,85.0,307.5,42.5,17.0,19.0,0.64911,-1.0,-1.0
232,3.4,85.0,184.5,74.0,23.0,20.0,0.745217,-3.0,4.0
233,3.4,85.0,222.0,77.5,24.0,21.0,0.817678,-2.0,5.0
234,3.4,85.0,282.5,58.0,19.0,18.0,0.69891,-1.0,-1.0
235,3.4,85.0,305.0,72.0,24.0,22.0,0.543534,-1.0,-2.0
236,3.4,85.0,348.5,141.5,47.0,43.0,0.771626,-4.0,-8.0
237,3.52,88.0,194.5,29.0,15.0,10.0,0.684094,0.0,0.0
238,3.52,88.0,230.5,22.5,11.0,11.0,0.252095,0.0,1.0
239,3.52,88.0,263.0,31.0,14.0,12.0,0.336042,0.0,0.0
240,3.52,88.0,284.5,30.5,13.0,13.0,0.319541,0.0,-1.0
241,3.52,88.0,264.0,42.5,14.0,13.0,0.442977,0.0,-1.0
242,3.52,88.0,280.5,50.0,17.0,16.0,0.451432,0.0,-1.0
243,3.52,88.0,306.5,45.5,15.0,17.0,0.593396,-1.0,-1.0
244,3.52,88.0,307.0,74.0,24.0,22.0,0.705745,-1.0,-2.0
245,3.52,88.0,180.5,82.0,25.0,24.0,0.766768,-3.0,4.0
246,3.52,88.0,222.5,82.0,21.0,24.0,0.561787,-2.0,5.0
247,3.52,88.0,342.0,134.5,34.0,35.0,0.744544,-4.0,-8.0
248,3.64,91.0,194.5,29.0,15.0,10.0,0.684094,0.0,0.0
249,3.64,91.0,230.5,23.5,11.0,11.0,0.252095,0.0,1.0
250,3.64,91.0,263.0,31.0,14.0,12.0,0.336042,0.0,-1.0
251,3.64,91.0,284.5,29.5,13.0,13.0,0.319541,0.0,1.0
252,3.64,91.0,264.0,41.5,14.0,13.0,0.442977,0.0,0.0
253,3.64,91.0,280.5,49.0,17.0,16.0,0.451432,-1.0,-2.0
254,3.64,91.0,305.5,44.5,15.0,17.0,0.593396,1.0,-1.0
255,3.64,91.0,306.0,72.0,24.0,22.0,0.705745,-1.0,-2.0
256,3.64,91.0,177.5,86.0,25.0,24.0,0.766768,-2.0,5.0
257,3.64,91.0,220.5,87.0,21.0,24.0,0.561787,-1.0,6.0
258,3.64,91.0,338.0,126.5,34.0,35.0,0.744544,-3.0,-7.0
259,3.76,94.0,194.5,29.0,15.0,10.0,0.684094,0.0,0.0
260,3.76,94.0,230.5,24.5,11.0,11.0,0.252095,-1.0,0.0
261,3.76,94.0,263.0,30.0,14.0,12.0,0.336042,0.0,0.0
262,3.76,94.0,284.5,30.5,13.0,13.0,0.319541,0.0,-2.0
263,3.76,94.0,264.0,41.5,14.0,13.0,0.442977,0.0,0.0
264,3.76,94.0,279.5,47.0,17.0,16.0,0.451432,1.0,-1.0
265,3.76,94.0,306.5,43.5,15.0,17.0,0.593396,-2.0,0.0
266,3.76,94.0,305.0,70.0,24.0,22.0,0.705745,-1.0,-2.0
267,3.76,94.0,175.5,91.0,25.0,24.0,0.766768,-2.0,4.0
268,3.76,94.0,219.5,93.0,21.0,24.0,0.561787,-1.0,6.0
269,3.76,94.0,335.0,119.5,34.0,35.0,0.744544,-3.0,-6.0
270,3.88,97.0,194.5,29.0,15.0,10.0,0.684094,0.0,0.0
271,3.88,97.0,229.5,24.5,11.0,11.0,0.252095,1.0,1.0
272,3.88,97.0,263.0,30.0,14.0,12.0,0.336042,0.0,-1.0
273,3.88,97.0,284.5,28.5,13.0,13.0,0.319541,-1.0,0.0
274,3.88,97.0,264.0,41.5,14.0,13.0,0.442977,0.0,-1.0
275,3.88,97.0,280.5,46.0,17.0,16.0,0.451432,-1.0,-2.0
276,3.88,97.0,304.5,43.5,15.0,17.0,0.593396,0.0,-1.0
277,3.88,97.0,304.0,68.0,24.0,22.0,0.705745,-2.0,-2.0
278,3.88,97.0,173.5,95.0,25.0,24.0,0.766768,-5.0,7.0
279,3.88,97.0,218.5,99.0,21.0,24.0,0.561787,-3.0,9.0
280,3.88,97.0,332.0,113.5,34.0,35.0,0.744544,-3.0,-8.0
281,4.0,100.0,195.5,28.0,15.0,10.0,0.690804,0.0,0.0
282,4.0,100.0,220.5,25.5,13.0,11.0,0.352953,-1.0,1.0
283,4.0,100.0,264.0,30.0,12.0,12.0,0.388446,0.0,0.0
284,4.0,100.0,283.5,32.0,13.0,14.0,0.269408,0.0,-1.0
285,4.0,100.0,281.0,46.5,18.0,19.0,0.532652,0.0,-1.0
286,4.0,100.0,301.5,45.0,13.0,14.0,0.316019,-1.0,-1.0
287,4.0,100.0,300.5,65.5,27.0,17.0,0.800521,-1.0,-2.0
288,4.0,100.0,166.5,104.5,31.0,31.0,0.814101,-4.0,6.0
289,4.0,100.0,328.5,106.0,27.0,26.0,0.75694,-2.0,-5.0
290,4.0,100.0,213.5,111.5,31.0,35.0,0.811671,-2.0,8.0
291,4.12,103.0,195.5,28.0,15.0,10.0,0.690804,0.0,0.0
292,4.12,103.0,219.5,26.5,13.0,11.0,0.352953,1.0,0.0
293,4.12,103.0,264.0,30.0,12.0,12.0,0.388446,0.0,-1.0
294,4.12,103.0,283.5,31.0,13.0,14.0,0.269408,0.0,0.0
295,4.12,103.0,281.0,45.5,18.0,19.0,0.532652,-1.0,0.0
296,4.12,103.0,300.5,44.0,13.0,14.0,0.316019,-1.0,-1.0
297,4.12,103.0,299.5,63.5,27.0,17.0,0.800521,0.0,-1.0
298,4.12,103.0,162.5,110.5,31.0,31.0,0.814101,-4.0,7.0
299,4.12,103.0,326.5,101.0,27.0,26.0,0.75694,-2.0,-5.0
300,4.12,103.0,211.5,119.5,31.0,35.0,0.811671,-3.0,10.0
301,4.24,106.0,195.5,28.0,15.0,10.0,0.690804,0.0,0.0
302,4.24,106.0,220.5,26.5,13.0,11.0,0.352953,-1.0,1.0
303,4.24,106.0,264.0,29.0,12.0,12.0,0.388446,0.0,0.0
304,4.24,106.0,283.5,31.0,13.0,14.0,0.269408,-1.0,-1.0
305,4.24,106.0,280.0,45.5,18.0,19.0,0.532652,0.0,-1.0
306,4.24,106.0,299.5,43.0,13.0,14.0,0.316019,0.0,0.0
307,4.24,106.0,299.5,62.5,27.0,17.0,0.800521,-1.0,-3.0
308,4.24,106.0,158.5,117.5,31.0,31.0,0.814101,-4.0,7.0
309,4.24,106.0,324.5,96.0,27.0,26.0,0.75694,-2.0,-4.0
310,4.24,106.0,208.5,129.5,31.0,35.0,0.811671,-4.0,10.0
311,4.36,109.0,195.5,28.0,15.0,10.0,0.690804,0.0,0.0
312,4.36,109.0,219.5,27.5,13.0,11.0,0.352953,0.0,2.0
313,4.36,109.0,264.0,29.0,12.0,12.0,0.388446,0.0,-1.0
314,4.36,109.0,282.5,30.0,13.0,14.0,0.269408,-1.0,0.0
315,4.36,109.0,280.0,44.5,18.0,19.0,0.532652,0.0,-2.0
316,4.36,109.0,299.5,43.0,13.0,14.0,0.316019,0.0,-1.0
317,4.36,109.0,298.5,59.5,27.0,17.0,0.800521,-2.0,0.0
318,4.36,109.0,154.5,124.5,31.0,31.0,0.814101,-5.0,7.0
319,4.36,109.0,322.5,92.0,27.0,26.0,0.75694,-1.0,-4.0
320,4.36,109.0,204.5,139.5,31.0,35.0,0.811671,-3.0,12.0
321,4.48,112.0,195.5,29.0,15.0,10.0,0.700463,0.0,0.0
322,4.48,112.0,221.5,28.0,13.0,12.0,0.513915,-1.0,1.0
323,4.48,112.0,263.5,27.5,13.0,13.0,0.461308,0.0,0.0
324,4.48,112.0,281.5,32.0,13.0,14.0,0.313658,0.0,-1.0
325,4.48,112.0,302.5,30.0,11.0,10.0,0.255268,0.0,0.0
326,4.48,112.0,276.5,43.0,15.0,16.0,0.589178,0.0,-1.0
327,4.48,112.0,295.5,55.0,19.0,20.0,0.608275,-1.0,-1.0
328,4.48,112.0,320.5,88.0,27.0,24.0,0.727853,-1.0,-4.0
329,4.48,112.0,146.5,133.0,37.0,38.0,0.818993,-6.0,9.0
330,4.48,112.0,198.5,154.5,41.0,45.0,0.855277,-4.0,14.0
331,4.48,112.0,317.5,220.0,49.0,36.0,0.419604,-4.0,-17.0
332,4.6,115.0,195.5,29.0,15.0,10.0,0.700463,0.0,0.0
333,4.6,115.0,220.5,29.0,13.0,12.0,0.513915,-1.0,1.0
334,4.6,115.0,263.5,27.5,13.0,13.0,0.461308,0.0,-1.0
335,4.6,115.0,281.5,31.0,13.0,14.0,0.313658,0.0,0.0
336,4.6,115.0,302.5,30.0,11.0,10.0,0.255268,-1.0,-1.0
337,4.6,115.0,276.5,42.0,15.0,16.0,0.589178,0.0,-1.0
338,4.6,115.0,294.5,54.0,19.0,20.0,0.608275,-1.0,-2.0
339,4.6,115.0,319.5,84.0,27.0,24.0,0.727853,0.0,-3.0
340,4.6,115.0,140.5,142.0,37.0,38.0,0.818993,-6.0,10.0
341,4.6,115.0,194.5,168.5,41.0,45.0,0.855277,-5.0,17.0
342,4.6,115.0,313.5,203.0,49.0,36.0,0.419604,-3.0,-14.0
343,4.72,118.0,195.5,29.0,15.0,10.0,0.700463,0.0,0.0
344,4.72,118.0,219.5,30.0,13.0,12.0,0.513915,0.0,1.0
345,4.72,118.0,263.5,26.5,13.0,13.0,0.461308,0.0,-1.0
346,4.72,118.0,281.5,31.0,13.0,14.0,0.313658,-1.0,-1.0
347,4.72,118.0,301.5,29.0,11.0,10.0,0.255268,1.0,-1.0
